"customer_city","payment_type","order_status","average_order_value"
santo augusto,voucher,delivered,136.30
jaboatao dos guararapes,voucher,delivered,136.34
monte carmelo,boleto,delivered,136.36
paraguacu paulista,boleto,delivered,136.37
novo oriente,credit_card,delivered,136.39
papucaia,voucher,delivered,136.41
tres coracoes,credit_card,delivered,136.43
quedas do iguacu,boleto,delivered,136.44
serranopolis de minas,credit_card,delivered,136.50
sumare,credit_card,delivered,136.51
aguas belas,credit_card,delivered,136.54
santa cecilia,boleto,delivered,136.55
socorro,credit_card,delivered,136.56
valparaiso de goias,voucher,delivered,136.58
nova araca,boleto,delivered,136.59
palhano,credit_card,delivered,136.60
eliseu martins,credit_card,delivered,136.60
itaquaquecetuba,credit_card,delivered,136.66
cacequi,credit_card,delivered,136.71
bonito,boleto,delivered,136.71
parnamirim,credit_card,shipped,136.73
amparo,boleto,delivered,136.79
goianira,credit_card,delivered,136.83
limeira,debit_card,delivered,136.84
alem paraiba,credit_card,delivered,136.87
rio de janeiro,boleto,shipped,136.87
medeiros neto,credit_card,delivered,136.89
bonfim,credit_card,delivered,136.94
raposo,boleto,delivered,136.94
guarulhos,credit_card,invoiced,136.96
treviso,boleto,delivered,136.98
alpestre,boleto,delivered,136.98
vargem grande,credit_card,delivered,137.01
tijucas,boleto,delivered,137.07
sao cristovao do sul,credit_card,delivered,137.07
sao jose da boa vista,boleto,delivered,137.07
sao mamede,credit_card,delivered,137.10
arara,credit_card,delivered,137.14
queimados,credit_card,delivered,137.15
nazario,credit_card,delivered,137.20
vargem bonita,boleto,delivered,137.22
vera,credit_card,delivered,137.23
mariano moro,boleto,delivered,137.26
vitoria do jari,credit_card,delivered,137.27
flores da cunha,voucher,delivered,137.27
barroso,credit_card,delivered,137.34
parapua,credit_card,delivered,137.39
iguaba grande,voucher,delivered,137.40
quirinopolis,boleto,delivered,137.41
descalvado,boleto,delivered,137.42
monsenhor tabosa,credit_card,delivered,137.44
marau,credit_card,delivered,137.44
paraty,credit_card,delivered,137.49
wenceslau guimaraes,credit_card,delivered,137.50
campanha,boleto,delivered,137.57
palmital,boleto,delivered,137.59
pinheiro,credit_card,delivered,137.60
atalaia,credit_card,delivered,137.65
ibiraci,boleto,shipped,137.66
barra velha,boleto,delivered,137.67
santo antonio do grama,credit_card,delivered,137.68
holambra,voucher,delivered,137.77
rubiacea,boleto,delivered,137.80
guanambi,credit_card,delivered,137.81
cordeiro,credit_card,delivered,137.82
jardinopolis,boleto,delivered,137.85
sao luis de montes belos,boleto,delivered,137.92
campo alegre de minas,boleto,delivered,137.93
sanclerlandia,voucher,delivered,137.93
alvorada,boleto,delivered,137.96
itupeva,boleto,delivered,137.96
ribeirao do sul,credit_card,delivered,137.98
vila flor,credit_card,delivered,137.98
sardoa,credit_card,delivered,137.99
ouroeste,boleto,delivered,138.01
santa helena,credit_card,delivered,138.02
sao vicente,boleto,delivered,138.02
tupandi,credit_card,delivered,138.03
manhuacu,boleto,delivered,138.04
camacari,credit_card,delivered,138.07
manfrinopolis,voucher,delivered,138.08
matipo,credit_card,delivered,138.09
cajueiro,boleto,delivered,138.15
ilha de itamaraca,boleto,delivered,138.19
santo andre,voucher,delivered,138.23
japaratuba,credit_card,delivered,138.24
brejo,credit_card,delivered,138.24
sao miguel do iguacu,credit_card,delivered,138.24
sao gabriel,credit_card,delivered,138.25
meleiro,credit_card,delivered,138.31
formiga,boleto,delivered,138.35
ibira,credit_card,delivered,138.36
primavera,credit_card,delivered,138.38
vargem grande paulista,credit_card,delivered,138.48
eusebio,boleto,delivered,138.51
carlopolis,boleto,delivered,138.52
caruaru,boleto,delivered,138.56
conselheiro lafaiete,debit_card,delivered,138.58
jaragua,boleto,delivered,138.60
limoeiro do norte,credit_card,delivered,138.60
sao nicolau,credit_card,delivered,138.60
manoel viana,credit_card,delivered,138.60
valinhos,credit_card,delivered,138.61
itanhandu,credit_card,delivered,138.62
itumbiara,voucher,delivered,138.64
ribeirao das neves,boleto,delivered,138.65
guaira,boleto,delivered,138.66
presidente dutra,credit_card,delivered,138.71
ladario,boleto,delivered,138.74
pompeu,credit_card,delivered,138.75
chaveslandia,credit_card,delivered,138.76
natividade da serra,boleto,delivered,138.89
sao goncalo,credit_card,processing,138.90
florida paulista,boleto,delivered,138.92
contagem,debit_card,delivered,138.93
belford roxo,credit_card,delivered,138.96
sao joao,credit_card,delivered,138.96
luis eduardo magalhaes,voucher,delivered,138.98
tres cachoeiras,boleto,delivered,138.99
sorocaba,boleto,invoiced,139.00
pinheiro,boleto,delivered,139.02
santa luzia,boleto,shipped,139.03
caruaru,voucher,delivered,139.05
cotia,credit_card,delivered,139.05
santa maria,boleto,shipped,139.09
tupaciguara,boleto,delivered,139.09
aguai,credit_card,shipped,139.15
duque de caxias,voucher,processing,139.18
matinhos,credit_card,delivered,139.21
atibaia,credit_card,delivered,139.22
divinopolis do tocantins,credit_card,delivered,139.27
candeias,credit_card,shipped,139.29
ourinhos,voucher,delivered,139.29
itabera,boleto,delivered,139.39
mogi mirim,credit_card,delivered,139.39
pirapozinho,debit_card,delivered,139.41
erebango,boleto,delivered,139.42
fortuna,credit_card,delivered,139.45
carandai,credit_card,delivered,139.47
maiquinique,credit_card,delivered,139.48
teutonia,credit_card,delivered,139.49
ribeirao do sul,boleto,delivered,139.50
epitaciolandia,credit_card,delivered,139.52
pires do rio,boleto,delivered,139.53
brasileia,credit_card,delivered,139.53
muniz freire,credit_card,delivered,139.57
iretama,boleto,delivered,139.59
cocal do sul,debit_card,delivered,139.59
mogi mirim,boleto,delivered,139.60
santo antonio do amparo,credit_card,delivered,139.60
barreiros,voucher,shipped,139.61
banabuiu,credit_card,delivered,139.61
valentim gentil,credit_card,delivered,139.62
maringa,credit_card,canceled,139.63
assis,voucher,delivered,139.63
pedra bela,credit_card,delivered,139.66
cristiano otoni,credit_card,delivered,139.69
armacao dos buzios,boleto,delivered,139.71
jequitinhonha,credit_card,delivered,139.71
bora,credit_card,delivered,139.71
bandeira,credit_card,delivered,139.74
aracatuba,credit_card,delivered,139.74
almenara,boleto,delivered,139.76
hortolandia,credit_card,delivered,139.78
ortigueira,boleto,delivered,139.80
francisco beltrao,credit_card,canceled,139.88
americana,credit_card,delivered,139.91
encantado,voucher,delivered,139.93
motuca,credit_card,invoiced,139.96
tucano,boleto,delivered,139.98
santa isabel do para,credit_card,delivered,139.98
itinga,credit_card,delivered,139.98
caldeirao grande,credit_card,delivered,139.98
ipiranga de goias,credit_card,delivered,139.98
neropolis,boleto,delivered,140.00
eliseu martins,credit_card,canceled,140.00
mata de sao joao,voucher,delivered,140.01
bebedouro,debit_card,delivered,140.02
granja,credit_card,delivered,140.06
venancio aires,credit_card,delivered,140.06
porto uniao,credit_card,delivered,140.06
santa ernestina,credit_card,delivered,140.07
tangua,voucher,delivered,140.08
santo augusto,boleto,delivered,140.17
sertaozinho,boleto,delivered,140.28
itapolis,credit_card,delivered,140.29
alto taquari,boleto,delivered,140.29
cachoeira dourada,credit_card,delivered,140.30
viradouro,credit_card,delivered,140.32
cruzeiro do oeste,credit_card,delivered,140.36
conceicao do castelo,credit_card,delivered,140.39
vitoria da conquista,boleto,delivered,140.43
sertaozinho,voucher,delivered,140.43
sarapui,credit_card,delivered,140.45
nova monte verde,boleto,delivered,140.45
juti,credit_card,delivered,140.46
meridiano,boleto,delivered,140.47
santa fe de goias,boleto,delivered,140.49
paranapoema,boleto,delivered,140.49
bananal,credit_card,delivered,140.50
matias barbosa,boleto,delivered,140.51
barueri,credit_card,delivered,140.52
curiuva,boleto,delivered,140.52
jacui,boleto,delivered,140.65
campo mourao,voucher,delivered,140.69
madre de deus de minas,credit_card,delivered,140.70
mariana,credit_card,delivered,140.74
lagoa dourada,credit_card,delivered,140.76
urbano santos,credit_card,delivered,140.80
montalvania,credit_card,delivered,140.81
santa maria de jetiba,voucher,delivered,140.88
bilac,credit_card,delivered,140.89
monte mor,credit_card,delivered,140.95
laranjal paulista,boleto,delivered,140.98
itabi,credit_card,delivered,141.03
diadema,boleto,delivered,141.06
ibiuna,credit_card,delivered,141.07
carlos barbosa,boleto,delivered,141.11
belo horizonte,boleto,delivered,141.12
pitanga,credit_card,delivered,141.12
guarulhos,credit_card,delivered,141.12
presidente kennedy,credit_card,delivered,141.16
mage,boleto,shipped,141.23
conselheiro lafaiete,credit_card,delivered,141.26
salvador,debit_card,delivered,141.26
eldorado,boleto,delivered,141.28
barao de cocais,credit_card,delivered,141.29
paraipaba,credit_card,delivered,141.31
bom jesus da lapa,voucher,delivered,141.33
verissimo,boleto,delivered,141.37
araruama,boleto,delivered,141.38
ourinhos,credit_card,delivered,141.40
ibirapua,credit_card,delivered,141.42
valparaiso de goias,boleto,delivered,141.44
mairipora,credit_card,delivered,141.46
ipora do oeste,credit_card,delivered,141.46
pojuca,credit_card,delivered,141.47
caninde,credit_card,delivered,141.48
sorocaba,credit_card,processing,141.52
santo anastacio,credit_card,delivered,141.55
rio verde,voucher,delivered,141.56
eunapolis,credit_card,invoiced,141.57
sao joao do triunfo,boleto,shipped,141.58
porto uniao,debit_card,delivered,141.62
charrua,boleto,delivered,141.63
glorinha,credit_card,delivered,141.65
itapema,boleto,delivered,141.67
conselheiro lafaiete,credit_card,invoiced,141.73
quatro barras,credit_card,delivered,141.76
macae,debit_card,delivered,141.77
marica,credit_card,delivered,141.81
capanema,credit_card,delivered,141.81
rio das ostras,boleto,delivered,141.86
conceicao do coite,credit_card,delivered,141.94
mairinque,credit_card,delivered,141.96
timon,credit_card,delivered,141.96
canela,boleto,delivered,142.00
barreira,credit_card,delivered,142.01
angelina,credit_card,delivered,142.05
congonhal,credit_card,delivered,142.05
dores do indaia,boleto,delivered,142.09
sumare,credit_card,processing,142.10
olinda,credit_card,shipped,142.16
cacapava,boleto,delivered,142.16
iguape,boleto,delivered,142.22
aruja,debit_card,delivered,142.23
surubim,credit_card,delivered,142.24
triunfo,boleto,delivered,142.26
serra branca,credit_card,delivered,142.26
pau dos ferros,voucher,delivered,142.27
viana,credit_card,delivered,142.28
lunardelli,voucher,delivered,142.30
guaruja,boleto,delivered,142.30
itaocara,credit_card,delivered,142.32
pelotas,voucher,delivered,142.33
brasilia,voucher,delivered,142.41
aguas de lindoia,voucher,delivered,142.42
aguas de lindoia,credit_card,delivered,142.43
medianeira,credit_card,canceled,142.48
guaruja,boleto,invoiced,142.48
treze tilias,boleto,delivered,142.48
campo do meio,boleto,delivered,142.53
estreito,credit_card,delivered,142.55
caiaponia,boleto,delivered,142.57
alto horizonte,boleto,delivered,142.58
guariba,credit_card,delivered,142.62
florianopolis,boleto,delivered,142.62
orobo,credit_card,delivered,142.63
aracoiaba,credit_card,delivered,142.63
brusque,boleto,delivered,142.65
altaneira,boleto,delivered,142.66
pinheiro machado,credit_card,delivered,142.66
machados,credit_card,delivered,142.66
paco do lumiar,credit_card,delivered,142.70
paramirim,boleto,delivered,142.76
rio das ostras,credit_card,processing,142.81
araruama,credit_card,processing,142.81
pitangui,boleto,delivered,142.82
marituba,credit_card,delivered,142.83
carajas,boleto,delivered,142.89
central,credit_card,delivered,142.89
taboao da serra,credit_card,delivered,142.96
sao pedro do iguacu,credit_card,delivered,142.96
dom vicoso,voucher,delivered,142.96
sao geraldo do baguari,credit_card,delivered,142.96
macatuba,boleto,delivered,143.00
herval d'oeste,credit_card,delivered,143.03
tabapora,credit_card,delivered,143.04
ariranha,credit_card,delivered,143.05
paragominas,credit_card,delivered,143.09
conceicao do mato dentro,boleto,delivered,143.10
arroio grande,boleto,delivered,143.12
capao bonito,credit_card,delivered,143.12
sao caetano do sul,credit_card,delivered,143.14
imbituba,boleto,delivered,143.18
cunha,boleto,delivered,143.18
luis eduardo magalhaes,boleto,delivered,143.21
ecoporanga,credit_card,delivered,143.23
recife,debit_card,delivered,143.23
taquarituba,boleto,invoiced,143.25
esperantina,boleto,delivered,143.28
frei inocencio,credit_card,delivered,143.28
mairinque,debit_card,delivered,143.29
chapeco,credit_card,canceled,143.29
tubarao,voucher,delivered,143.31
guzolandia,credit_card,delivered,143.31
brejoes,voucher,delivered,143.34
moncao,boleto,delivered,143.36
matupa,credit_card,delivered,143.36
ituiutaba,voucher,delivered,143.38
paraopeba,boleto,delivered,143.40
sao mateus,voucher,delivered,143.49
tiete,boleto,delivered,143.54
guara,credit_card,delivered,143.54
cuiaba,voucher,delivered,143.55
cruzeiro do sul,credit_card,delivered,143.57
salvador,boleto,shipped,143.58
taubate,boleto,delivered,143.66
brumado,credit_card,shipped,143.67
santa rita de caldas,credit_card,delivered,143.69
atibaia,boleto,delivered,143.74
baependi,credit_card,delivered,143.75
cravinhos,boleto,delivered,143.76
eunapolis,boleto,delivered,143.77
santo antonio do itambe,boleto,delivered,143.82
forquilhinha,credit_card,delivered,143.82
bom jardim de minas,credit_card,delivered,143.82
irupi,credit_card,delivered,143.82
bom repouso,credit_card,delivered,143.87
guarulhos,voucher,delivered,143.89
sao jose do vale do rio preto,voucher,delivered,143.89
cruzeiro,credit_card,delivered,143.90
santa maria da serra,boleto,delivered,143.92
sao goncalo do rio preto,credit_card,delivered,143.95
bonfim paulista,credit_card,delivered,143.99
serrana,debit_card,delivered,144.01
mozarlandia,credit_card,delivered,144.01
ortigueira,credit_card,delivered,144.01
jaguare,credit_card,delivered,144.04
santa ines,boleto,delivered,144.05
santa rosa de viterbo,boleto,delivered,144.06
garanhuns,voucher,delivered,144.09
pinhalzinho,credit_card,delivered,144.10
aracaju,boleto,shipped,144.12
chapadao do ceu,credit_card,delivered,144.13
ijui,credit_card,delivered,144.15
primavera,voucher,delivered,144.17
toledo,voucher,delivered,144.17
maripa,credit_card,delivered,144.24
lagoa dourada,boleto,delivered,144.28
sao joaquim,credit_card,delivered,144.29
cafelandia,boleto,shipped,144.31
sorocaba,voucher,delivered,144.32
quissama,credit_card,delivered,144.33
papucaia,credit_card,delivered,144.37
hortolandia,voucher,shipped,144.43
sao jose da tapera,boleto,delivered,144.47
cachoeirinha,boleto,delivered,144.48
sorocaba,credit_card,delivered,144.50
quirinopolis,voucher,delivered,144.54
belo jardim,credit_card,invoiced,144.54
brejetuba,credit_card,delivered,144.54
nova lima,credit_card,processing,144.56
sape,boleto,delivered,144.56
rio do oeste,credit_card,delivered,144.61
santa rita do araguaia,boleto,delivered,144.62
jeriquara,credit_card,delivered,144.65
comercinho,boleto,delivered,144.65
corrego fundo,credit_card,delivered,144.65
conceicao do tocantins,credit_card,delivered,144.66
itabaianinha,credit_card,delivered,144.67
antonio carlos,boleto,delivered,144.68
euclides da cunha,boleto,delivered,144.72
socorro,debit_card,delivered,144.78
tibau do sul,voucher,delivered,144.79
rio claro,debit_card,delivered,144.81
boituva,credit_card,delivered,144.82
sao paulo,credit_card,delivered,144.84
sao vicente,credit_card,delivered,144.85
xavantina,boleto,delivered,144.88
augustinopolis,credit_card,delivered,144.89
sao jose da coroa grande,credit_card,delivered,144.90
buritama,credit_card,delivered,144.92
paulinia,boleto,delivered,144.94
prata,credit_card,delivered,144.97
marialva,boleto,delivered,144.98
sao gabriel da palha,credit_card,delivered,144.98
anguera,credit_card,delivered,144.99
mutuipe,credit_card,delivered,145.02
uruacu,credit_card,delivered,145.03
tres pontas,credit_card,delivered,145.05
lajeado grande,boleto,delivered,145.08
bayeux,credit_card,delivered,145.09
tapurah,boleto,delivered,145.11
sacramento,boleto,delivered,145.14
uaua,credit_card,shipped,145.14
ouro branco,credit_card,delivered,145.18
rio maria,credit_card,delivered,145.19
recife,boleto,invoiced,145.25
lages,voucher,delivered,145.31
santa cruz cabralia,credit_card,delivered,145.31
currais novos,voucher,delivered,145.35
sao carlos,credit_card,canceled,145.35
candelaria,boleto,delivered,145.37
cristinapolis,credit_card,delivered,145.37
sao joao del rei,credit_card,invoiced,145.56
lavras,boleto,processing,145.56
sao simao,credit_card,processing,145.56
divino,credit_card,processing,145.56
limeira,credit_card,processing,145.56
bauru,credit_card,processing,145.56
frutal,credit_card,processing,145.56
ibatiba,boleto,delivered,145.60
sao joao batista do gloria,credit_card,delivered,145.61
santa rita do sapucai,credit_card,delivered,145.61
ibiruba,voucher,delivered,145.62
terra nova do norte,credit_card,delivered,145.64
miraima,credit_card,delivered,145.65
caxambu,credit_card,delivered,145.67
alagoinhas,boleto,delivered,145.72
itabira,credit_card,delivered,145.73
criciuma,voucher,delivered,145.75
ubaitaba,boleto,delivered,145.77
araquari,boleto,delivered,145.81
xaxim,credit_card,delivered,145.81
montanha,boleto,delivered,145.84
cristalia,credit_card,delivered,145.86
canitar,boleto,delivered,145.88
uberlandia,credit_card,delivered,145.88
trancoso,boleto,delivered,145.89
pocoes de paineiras,credit_card,delivered,145.95
cabreuva,credit_card,delivered,145.97
pelotas,boleto,delivered,146.11
itabaiana,voucher,delivered,146.12
sao joao de pirabas,boleto,delivered,146.12
sao jose do ouro,boleto,delivered,146.12
niteroi,credit_card,processing,146.13
andre da rocha,credit_card,delivered,146.13
tubarao,debit_card,delivered,146.13
resende,credit_card,delivered,146.20
pindamonhangaba,boleto,delivered,146.23
lapa,credit_card,delivered,146.25
campo bom,credit_card,processing,146.25
sao cristovao,debit_card,delivered,146.30
tres fronteiras,boleto,delivered,146.31
reserva,credit_card,delivered,146.36
sao francisco,voucher,delivered,146.42
valinhos,boleto,delivered,146.42
tijucas,credit_card,delivered,146.44
santa fe,credit_card,delivered,146.44
varzelandia,boleto,shipped,146.46
passa tempo,credit_card,delivered,146.46
sao bernardo do campo,boleto,canceled,146.48
campo bom,credit_card,delivered,146.50
capitao,voucher,delivered,146.50
angra dos reis,credit_card,invoiced,146.57
barro preto,boleto,delivered,146.58
maringa,voucher,delivered,146.64
sao lourenco do oeste,credit_card,invoiced,146.66
augusto correa,credit_card,delivered,146.67
cosmorama,boleto,delivered,146.68
lins,boleto,delivered,146.68
tres coroas,credit_card,delivered,146.73
iturama,credit_card,delivered,147.02
camboriu,credit_card,delivered,147.02
santa cruz do capibaribe,credit_card,delivered,147.04
marmeleiro,voucher,delivered,147.05
campina grande,voucher,delivered,147.10
cacoal,boleto,delivered,147.13
santarem,credit_card,shipped,147.13
santo eduardo,credit_card,delivered,147.14
itatiba,credit_card,delivered,147.14
cidreira,credit_card,delivered,147.16
lauro de freitas,credit_card,shipped,147.19
itaquaquecetuba,credit_card,shipped,147.23
pelotas,credit_card,processing,147.25
embu das artes,credit_card,delivered,147.25
unai,voucher,delivered,147.29
ananindeua,boleto,delivered,147.31
santa fe do sul,credit_card,delivered,147.31
unai,credit_card,delivered,147.33
agua preta,credit_card,delivered,147.34
itinga,boleto,delivered,147.35
aiuaba,boleto,delivered,147.38
presidente venceslau,boleto,invoiced,147.39
manaira,boleto,delivered,147.40
santo amaro,credit_card,delivered,147.40
pedro de toledo,boleto,delivered,147.41
camboriu,voucher,delivered,147.44
praia grande,voucher,delivered,147.46
guapimirim,credit_card,delivered,147.47
itanhaem,credit_card,delivered,147.47
bofete,boleto,delivered,147.49
ubaira,credit_card,delivered,147.49
oeiras,credit_card,delivered,147.52
bandeirantes,credit_card,delivered,147.52
pedra azul,voucher,delivered,147.55
moreilandia,credit_card,delivered,147.56
biritinga,credit_card,delivered,147.57
roncador,boleto,delivered,147.64
rio pardo de minas,boleto,delivered,147.64
espigao do oeste,credit_card,delivered,147.66
wagner,debit_card,delivered,147.69
bento goncalves,credit_card,delivered,147.69
pindamonhangaba,credit_card,delivered,147.76
araraquara,credit_card,shipped,147.80
santo cristo,boleto,delivered,147.87
ita,credit_card,delivered,147.95
alto boa vista,credit_card,delivered,147.96
niteroi,boleto,delivered,147.97
uba,credit_card,delivered,147.97
edeia,credit_card,delivered,147.99
palma,boleto,delivered,148.00
recife,boleto,delivered,148.00
cotia,boleto,delivered,148.04
fruta de leite,voucher,delivered,148.06
cruzilia,voucher,delivered,148.06
guaratingueta,boleto,delivered,148.12
cruzeiro do iguacu,boleto,delivered,148.15
chiapetta,boleto,delivered,148.15
araguari,voucher,delivered,148.15
teresopolis,debit_card,delivered,148.15
ibiracatu,credit_card,delivered,148.15
bento goncalves,voucher,delivered,148.15
pugmil,boleto,delivered,148.15
arroio do tigre,credit_card,delivered,148.16
sao jose da laje,credit_card,delivered,148.18
laranjal do jari,boleto,delivered,148.22
jandaira,boleto,delivered,148.22
palmeiras de goias,debit_card,delivered,148.22
santana dos montes,boleto,delivered,148.23
bertioga,credit_card,shipped,148.28
mantenopolis,credit_card,delivered,148.30
santarem,boleto,delivered,148.31
cariacica,credit_card,delivered,148.33
sao luiz do norte,boleto,delivered,148.33
duque de caxias,voucher,delivered,148.34
caldeirao grande,credit_card,invoiced,148.38
irati,credit_card,delivered,148.40
santa maria,boleto,delivered,148.47
bicas,boleto,delivered,148.48
joinville,voucher,delivered,148.51
macae,boleto,delivered,148.52
jose bonifacio,credit_card,delivered,148.56
manga,credit_card,delivered,148.60
itapira,boleto,delivered,148.62
santiago,voucher,delivered,148.68
barra do rio azul,credit_card,delivered,148.71
encruzilhada do sul,credit_card,delivered,148.73
palhoca,credit_card,delivered,148.84
vitoria da conquista,credit_card,canceled,148.86
sao roque,credit_card,delivered,148.90
contagem,credit_card,delivered,148.93
grupiara,boleto,delivered,148.94
criciuma,boleto,delivered,149.00
umuarama,boleto,delivered,149.00
riqueza,boleto,delivered,149.01
boca da mata,credit_card,delivered,149.02
santo antonio de goias,credit_card,invoiced,149.02
rodelas,boleto,delivered,149.03
sacra familia do tingua,credit_card,delivered,149.04
coronel fabriciano,boleto,delivered,149.04
cerro grande do sul,boleto,delivered,149.09
xangri-la,credit_card,delivered,149.11
mucambo,boleto,delivered,149.14
porto trombetas,credit_card,delivered,149.14
divino de sao lourenco,credit_card,delivered,149.16
cajapio,credit_card,delivered,149.16
gravatal,boleto,delivered,149.21
sapezal,credit_card,delivered,149.22
dias d'avila,boleto,delivered,149.22
eloi mendes,voucher,delivered,149.28
rancho alegre d'oeste,credit_card,delivered,149.29
campo grande,debit_card,delivered,149.39
vila dos cabanos,credit_card,delivered,149.42
marilia,voucher,delivered,149.43
foz do iguacu,credit_card,delivered,149.48
jardinopolis,credit_card,delivered,149.49
guaramirim,credit_card,delivered,149.53
louveira,credit_card,delivered,149.58
americano do brasil,credit_card,delivered,149.60
pentecoste,credit_card,delivered,149.61
lagoinha do piaui,credit_card,delivered,149.61
conceicao do para,voucher,delivered,149.65
mairipotaba,credit_card,shipped,149.65
votuporanga,credit_card,delivered,149.70
fervedouro,credit_card,delivered,149.78
novo hamburgo,credit_card,delivered,149.78
inhambupe,boleto,delivered,149.85
sao jose do belmonte,boleto,delivered,149.92
sao francisco de paula,credit_card,delivered,149.93
girua,credit_card,delivered,149.97
encruzilhada do sul,voucher,delivered,149.99
monte siao,boleto,delivered,150.01
vicosa,voucher,delivered,150.02
pejucara,credit_card,delivered,150.02
monte siao,credit_card,delivered,150.03
campos gerais,credit_card,delivered,150.03
marilia,credit_card,processing,150.05
porto esperidiao,credit_card,delivered,150.05
itabuna,credit_card,delivered,150.06
boqueirao do leao,credit_card,delivered,150.07
ichu,credit_card,delivered,150.14
campinas,credit_card,canceled,150.15
cristais paulista,credit_card,delivered,150.16
minas novas,credit_card,delivered,150.17
varzea,credit_card,delivered,150.18
sao joaquim,boleto,delivered,150.19
seropedica,credit_card,delivered,150.27
betim,boleto,delivered,150.29
fernandopolis,boleto,delivered,150.29
bodoco,credit_card,delivered,150.30
vilhena,credit_card,invoiced,150.36
paulo de faria,boleto,delivered,150.37
porto seguro,boleto,delivered,150.39
itajuba,voucher,delivered,150.39
lima duarte,boleto,delivered,150.40
custodia,credit_card,delivered,150.43
ribeirao claro,credit_card,delivered,150.45
sao lourenco do oeste,boleto,delivered,150.59
santa maria de itabira,credit_card,delivered,150.61
campinorte,credit_card,delivered,150.62
faxinal dos guedes,credit_card,delivered,150.65
itupeva,credit_card,delivered,150.69
bom jesus das selvas,credit_card,delivered,150.71
serafina correa,debit_card,delivered,150.74
itaperuna,credit_card,delivered,150.81
curitiba,boleto,shipped,150.83
montes claros,boleto,delivered,150.93
sao jose dos pinhais,credit_card,delivered,150.95
pau d'arco,debit_card,shipped,150.98
jussari,credit_card,delivered,150.98
marechal floriano,credit_card,delivered,150.99
barra bonita,boleto,delivered,151.03
tremembe,credit_card,delivered,151.03
nova odessa,credit_card,delivered,151.03
laranjeiras do sul,credit_card,delivered,151.07
rio bonito do iguacu,boleto,delivered,151.11
penha,boleto,delivered,151.11
itumbiara,boleto,delivered,151.12
camacari,debit_card,delivered,151.12
goiabeira,credit_card,delivered,151.14
porto trombetas,boleto,delivered,151.15
florestal,boleto,delivered,151.15
realeza,voucher,delivered,151.24
ascurra,voucher,delivered,151.30
santos,boleto,delivered,151.37
pelotas,credit_card,delivered,151.37
agua clara,boleto,delivered,151.39
catu,boleto,delivered,151.44
viamao,debit_card,delivered,151.46
tocantinopolis,credit_card,delivered,151.53
braganca paulista,credit_card,delivered,151.53
valinhos,voucher,delivered,151.56
penapolis,credit_card,delivered,151.59
rancho queimado,boleto,delivered,151.60
rio de janeiro,debit_card,shipped,151.61
guaruja,credit_card,delivered,151.69
palmas,voucher,delivered,151.70
campo bom,boleto,delivered,151.70
santa adelia,boleto,delivered,151.77
igarapava,credit_card,delivered,151.77
salto,credit_card,delivered,151.81
santa helena de minas,credit_card,delivered,151.82
paulinia,credit_card,invoiced,151.82
brumado,boleto,delivered,151.84
lucianopolis,boleto,delivered,151.84
lontras,credit_card,delivered,151.86
tomazina,credit_card,delivered,152.02
governador valadares,boleto,delivered,152.04
peixoto de azevedo,credit_card,delivered,152.08
carambei,credit_card,delivered,152.08
vitoria,credit_card,delivered,152.14
ibicoara,boleto,delivered,152.16
dois riachos,credit_card,delivered,152.25
montes claros,credit_card,delivered,152.30
correia pinto,credit_card,delivered,152.31
piuma,credit_card,delivered,152.35
ibate,debit_card,delivered,152.41
joao pessoa,debit_card,delivered,152.42
mesquita,credit_card,delivered,152.44
pirai do sul,credit_card,delivered,152.50
benedito novo,credit_card,delivered,152.50
tiradentes,boleto,delivered,152.52
carlopolis,credit_card,delivered,152.53
flores da cunha,credit_card,delivered,152.57
catanduvas,credit_card,delivered,152.57
pirajuba,credit_card,delivered,152.61
sumare,boleto,delivered,152.63
cortes,credit_card,delivered,152.66
caseiros,credit_card,delivered,152.66
rondonopolis,boleto,delivered,152.69
simao dias,credit_card,delivered,152.70
urubici,credit_card,delivered,152.70
turmalina,boleto,shipped,152.71
farol,boleto,delivered,152.72
capinzal,credit_card,delivered,152.74
birigui,credit_card,delivered,152.79
goitacazes,boleto,delivered,152.81
capanema,debit_card,delivered,152.82
serranopolis do iguacu,credit_card,delivered,152.87
veranopolis,credit_card,delivered,152.89
missi,credit_card,delivered,152.95
paulo afonso,boleto,delivered,152.99
lagoa vermelha,credit_card,delivered,153.00
cunha pora,boleto,delivered,153.05
paulinia,credit_card,delivered,153.07
presidente getulio,credit_card,delivered,153.12
espirito santo do pinhal,credit_card,delivered,153.12
teresina,boleto,invoiced,153.13
taruma,credit_card,delivered,153.13
ponta grossa,debit_card,delivered,153.13
pirassununga,credit_card,delivered,153.14
bananal,credit_card,shipped,153.22
entre rios de minas,boleto,delivered,153.24
boituva,voucher,delivered,153.27
utinga,credit_card,delivered,153.28
camapua,credit_card,delivered,153.30
rio novo,credit_card,delivered,153.31
cerro negro,credit_card,delivered,153.32
luis correia,credit_card,delivered,153.36
araras,debit_card,delivered,153.39
cangucu,credit_card,invoiced,153.41
caieiras,credit_card,delivered,153.42
riacho de santana,boleto,delivered,153.52
altamira do parana,credit_card,delivered,153.56
pocos de caldas,credit_card,delivered,153.60
itaborai,credit_card,delivered,153.63
jaboticabal,credit_card,delivered,153.64
belem,voucher,delivered,153.78
lago da pedra,boleto,delivered,153.84
belo horizonte,credit_card,delivered,153.86
