"customer_city","payment_type","order_status","average_order_value"
sanga puita,boleto,delivered,53.69
jussiape,boleto,delivered,53.79
caxingo,credit_card,delivered,53.84
dona francisca,credit_card,delivered,53.90
joinville,credit_card,shipped,54.08
goiania,voucher,invoiced,54.09
mirai,credit_card,processing,54.10
acucena,credit_card,delivered,54.11
virginia,credit_card,delivered,54.13
bias fortes,boleto,delivered,54.24
engenheiro coelho,boleto,delivered,54.26
contagem,boleto,canceled,54.27
andrelandia,credit_card,delivered,54.30
descalvado,debit_card,delivered,54.33
irati,voucher,delivered,54.33
pelotas,debit_card,delivered,54.34
jurema,credit_card,delivered,54.34
japeri,voucher,delivered,54.43
guajara-mirim,boleto,delivered,54.44
salto de pirapora,voucher,delivered,54.49
juvenilia,credit_card,delivered,54.55
ibicuitinga,credit_card,delivered,54.62
sao benedito,boleto,delivered,54.62
combinado,credit_card,delivered,54.63
petrolina,credit_card,processing,54.63
castanhal,voucher,delivered,54.63
ico,voucher,delivered,54.74
sao bras,credit_card,delivered,54.74
witmarsum,boleto,delivered,54.78
prado,boleto,delivered,54.79
coreau,boleto,delivered,54.81
santana do sobrado,credit_card,delivered,54.82
inocencia,boleto,delivered,54.82
olindina,credit_card,shipped,54.82
itapecerica da serra,boleto,processing,54.84
santa rosa de lima,credit_card,delivered,54.98
tres de maio,boleto,delivered,54.98
pien,boleto,delivered,55.00
jarinu,boleto,shipped,55.00
coimbra,credit_card,delivered,55.01
itabira,voucher,delivered,55.02
divinolandia de minas,boleto,delivered,55.03
mongagua,voucher,delivered,55.08
terra de areia,boleto,delivered,55.09
bocaiuva do sul,credit_card,delivered,55.09
guaxupe,voucher,delivered,55.09
cachoeiras de macacu,boleto,shipped,55.09
conceicao da ibitipoca,credit_card,delivered,55.09
ibicare,boleto,delivered,55.10
ubajara,boleto,delivered,55.10
fundao,boleto,delivered,55.10
sao thome das letras,boleto,delivered,55.10
itau de minas,voucher,delivered,55.11
itapicuru,boleto,delivered,55.12
bauru,voucher,invoiced,55.18
candido mota,voucher,delivered,55.40
piripa,credit_card,delivered,55.42
pimenta,boleto,delivered,55.43
campo do meio,credit_card,delivered,55.52
ibicoara,credit_card,delivered,55.53
macieira,credit_card,delivered,55.56
barracao,credit_card,delivered,55.57
mogi mirim,voucher,delivered,55.60
tabira,boleto,delivered,55.62
jaqueira,boleto,delivered,55.62
gameleira,boleto,delivered,55.62
serrinha,voucher,delivered,55.69
carnaubal,boleto,delivered,55.70
palmeiras,boleto,delivered,55.75
governador celso ramos,voucher,delivered,55.78
sumare,credit_card,canceled,55.81
barra de sao francisco,boleto,delivered,55.82
porto ferreira,debit_card,delivered,55.85
pedrinopolis,boleto,delivered,55.85
inacio martins,credit_card,delivered,55.88
capivari de baixo,boleto,delivered,55.92
itatiba do sul,credit_card,delivered,55.95
caratinga,voucher,delivered,55.95
rio das antas,credit_card,delivered,56.00
rianapolis,boleto,delivered,56.01
nova canaa paulista,credit_card,delivered,56.10
avelino lopes,boleto,delivered,56.14
sao jose dos pinhais,debit_card,delivered,56.16
taiobeiras,boleto,delivered,56.16
niteroi,debit_card,shipped,56.16
balneario picarras,voucher,delivered,56.22
chopinzinho,credit_card,delivered,56.22
tuparetama,boleto,delivered,56.28
mogi-mirim,credit_card,delivered,56.31
agisse,credit_card,delivered,56.37
california,boleto,delivered,56.38
cerro azul,debit_card,delivered,56.40
indaiatuba,boleto,invoiced,56.42
santa rosa de lima,boleto,delivered,56.42
piratuba,boleto,delivered,56.42
monte alto,voucher,delivered,56.43
ipiranga,credit_card,delivered,56.44
teofilo otoni,debit_card,delivered,56.52
bage,debit_card,delivered,56.54
americana,boleto,shipped,56.60
minas novas,boleto,delivered,56.62
tres fronteiras,credit_card,delivered,56.64
sao jose dos pinhais,voucher,delivered,56.65
tres marias,boleto,delivered,56.68
goiania,credit_card,invoiced,56.69
betim,credit_card,processing,56.69
itaju do colonia,credit_card,delivered,56.69
tabocas do brejo velho,boleto,delivered,56.69
bilac,boleto,delivered,56.71
materlandia,credit_card,delivered,56.73
barueri,boleto,shipped,56.77
capela do alto alegre,credit_card,delivered,56.78
igapora,credit_card,delivered,56.78
teolandia,voucher,delivered,56.79
vista alegre do alto,boleto,delivered,56.84
pilar,boleto,delivered,56.85
palmital,debit_card,delivered,56.85
guarani das missoes,voucher,delivered,56.90
charqueada,voucher,delivered,56.97
areias,boleto,delivered,56.97
santa barbara d oeste,voucher,delivered,57.04
mendonca,credit_card,delivered,57.08
sao sebastiao do alto,boleto,delivered,57.10
ouro verde de minas,credit_card,delivered,57.10
liberdade,boleto,delivered,57.10
santa cruz das palmeiras,voucher,delivered,57.13
maracanau,voucher,delivered,57.16
sao jose do rio pardo,voucher,delivered,57.21
santa tereza do oeste,voucher,delivered,57.23
mauriti,credit_card,delivered,57.28
suzano,credit_card,shipped,57.37
piumhi,voucher,delivered,57.44
ibipora,voucher,delivered,57.50
natercia,credit_card,delivered,57.50
ibiracu,boleto,delivered,57.50
barao,credit_card,delivered,57.53
severinia,voucher,delivered,57.58
arapora,boleto,delivered,57.60
florinia,credit_card,delivered,57.61
palma sola,boleto,delivered,57.61
corrego danta,boleto,delivered,57.62
dom eliseu,boleto,delivered,57.63
vargem grande paulista,voucher,delivered,57.68
vinhedo,credit_card,shipped,57.68
ipumirim,credit_card,delivered,57.71
juquitiba,voucher,delivered,57.72
rio pomba,boleto,delivered,57.73
santo antonio do taua,credit_card,delivered,57.74
socorro,voucher,delivered,57.78
xique-xique,credit_card,delivered,57.78
salto,debit_card,delivered,57.79
quadra,credit_card,delivered,57.79
coracao de jesus,credit_card,delivered,57.79
alambari,credit_card,delivered,57.81
japura,boleto,delivered,57.82
vera cruz,voucher,delivered,57.84
aracaju,voucher,shipped,57.94
amparo,credit_card,processing,57.98
jaragua do sul,credit_card,invoiced,58.01
porto seguro,voucher,delivered,58.03
cedro do abaete,boleto,delivered,58.09
iacanga,boleto,delivered,58.09
lauro de freitas,voucher,delivered,58.13
mantenopolis,boleto,delivered,58.13
malhador,credit_card,delivered,58.14
bom jesus dos perdoes,boleto,delivered,58.18
aguas lindas de goias,voucher,delivered,58.19
antonio pereira,voucher,delivered,58.22
santo antonio do amparo,boleto,delivered,58.22
jaboticabal,voucher,delivered,58.25
serrana,credit_card,delivered,58.27
desterro de entre rios,credit_card,delivered,58.28
alegria,boleto,delivered,58.28
abadia dos dourados,boleto,delivered,58.28
rio preto,credit_card,delivered,58.30
ibatiba,voucher,delivered,58.32
medina,voucher,delivered,58.37
caraguatatuba,debit_card,delivered,58.40
formiga,debit_card,delivered,58.46
nova fatima,debit_card,delivered,58.46
cansancao,voucher,delivered,58.51
carapicuiba,credit_card,shipped,58.54
mampituba,credit_card,delivered,58.55
diadema,voucher,delivered,58.56
mutunopolis,boleto,delivered,58.56
vila nova,credit_card,delivered,58.60
sobral,credit_card,processing,58.62
turvania,credit_card,delivered,58.68
marituba,boleto,delivered,58.70
juina,voucher,delivered,58.79
novo barreiro,credit_card,delivered,58.80
itaguaru,credit_card,delivered,58.83
manduri,boleto,delivered,58.85
queiroz,credit_card,delivered,58.90
sao pedro do turvo,credit_card,delivered,58.95
osasco,boleto,canceled,58.98
macedonia,boleto,delivered,58.99
santa barbara do sul,credit_card,delivered,59.00
cachoeira de minas,credit_card,invoiced,59.01
capao da canoa,voucher,delivered,59.01
tombos,credit_card,shipped,59.01
taruma,boleto,delivered,59.02
ananindeua,credit_card,shipped,59.05
irara,boleto,delivered,59.07
nova soure,boleto,delivered,59.09
jaraguari,boleto,delivered,59.11
novo gama,voucher,delivered,59.11
tambau,voucher,delivered,59.12
coronel macedo,credit_card,delivered,59.13
cicero dantas,credit_card,shipped,59.18
alterosa,credit_card,delivered,59.18
ribeirao das neves,voucher,delivered,59.36
elisio medrado,credit_card,delivered,59.38
campo largo,credit_card,shipped,59.42
rolante,boleto,delivered,59.45
ponte alta do norte,credit_card,delivered,59.46
rolandia,credit_card,shipped,59.46
quinta do sol,credit_card,delivered,59.55
eunapolis,boleto,processing,59.58
castelo,voucher,delivered,59.60
igarata,credit_card,delivered,59.64
betim,voucher,delivered,59.64
potiragua,boleto,delivered,59.64
tanque novo,boleto,delivered,59.69
bariri,voucher,delivered,59.74
goiana,boleto,delivered,59.74
mar de espanha,boleto,delivered,59.75
goias,boleto,delivered,59.78
mirandiba,boleto,delivered,59.80
ipojuca,credit_card,shipped,59.82
peri mirim,boleto,delivered,59.83
pontalinda,boleto,delivered,59.89
nobres,boleto,delivered,59.91
poa,voucher,delivered,59.94
teolandia,debit_card,delivered,59.97
laranjal paulista,voucher,delivered,59.98
morro da fumaca,boleto,delivered,60.00
irece,voucher,delivered,60.05
timoteo,voucher,delivered,60.07
sapucaia do sul,debit_card,delivered,60.09
monte formoso,boleto,delivered,60.10
sao bras do suacui,boleto,delivered,60.10
pilao arcado,boleto,delivered,60.13
segredo,boleto,delivered,60.14
aragarcas,boleto,delivered,60.14
carrancas,credit_card,delivered,60.21
marechal candido rondon,boleto,delivered,60.26
juquia,boleto,delivered,60.33
florania,credit_card,delivered,60.34
bom jesus da penha,boleto,delivered,60.42
andrelandia,boleto,delivered,60.48
palestina,credit_card,delivered,60.51
sao jorge do oeste,boleto,delivered,60.53
moju,boleto,delivered,60.53
vargem,boleto,delivered,60.64
brazopolis,boleto,delivered,60.72
queimados,voucher,delivered,60.74
tuiuti,credit_card,delivered,60.85
varjao de minas,boleto,delivered,60.86
manoel viana,boleto,delivered,60.88
agrolandia,credit_card,delivered,60.91
itapagipe,boleto,delivered,60.96
novo jardim,credit_card,delivered,60.98
biguacu,boleto,delivered,60.98
crominia,credit_card,delivered,61.00
quatigua,boleto,delivered,61.00
putinga,boleto,delivered,61.01
aguas de sao pedro,credit_card,delivered,61.09
niteroi,boleto,shipped,61.13
diadema,boleto,shipped,61.19
pedra branca,boleto,delivered,61.33
portelandia,boleto,delivered,61.40
ametista do sul,boleto,delivered,61.40
rolim de moura,boleto,delivered,61.49
guarda-mor,credit_card,delivered,61.56
salmourao,voucher,delivered,61.58
sud mennucci,voucher,delivered,61.58
nossa senhora do o,credit_card,delivered,61.61
lagoa da prata,credit_card,approved,61.62
lagoa do mato,credit_card,delivered,61.62
sao goncalo do sapucai,credit_card,invoiced,61.64
iguaba grande,boleto,delivered,61.68
laranjal paulista,debit_card,delivered,61.69
poa,debit_card,delivered,61.72
ubai,boleto,delivered,61.73
taubate,boleto,invoiced,61.74
bauru,credit_card,canceled,61.75
barra do garcas,voucher,delivered,61.78
ribeira do amparo,credit_card,delivered,61.79
dias d avila,credit_card,delivered,61.79
vera,voucher,delivered,61.79
paraibuna,voucher,delivered,61.79
joacaba,boleto,delivered,61.79
sao lourenco da serra,boleto,delivered,61.80
pederneiras,voucher,delivered,61.81
presidente venceslau,boleto,delivered,61.85
sao jorge do patrocinio,credit_card,delivered,61.86
indianopolis,credit_card,delivered,61.90
suzano,debit_card,delivered,61.92
nhandeara,boleto,delivered,62.00
queluz,credit_card,delivered,62.01
ribeirao claro,boleto,delivered,62.01
ascurra,boleto,delivered,62.01
macae,voucher,shipped,62.01
padre bernardo,credit_card,delivered,62.01
guaruja,boleto,shipped,62.04
sao domingos do maranhao,credit_card,delivered,62.05
pindorama do tocantins,boleto,delivered,62.08
ibirarema,credit_card,delivered,62.10
machadinho d'oeste,credit_card,delivered,62.14
cassia,credit_card,delivered,62.16
dario meira,credit_card,delivered,62.20
jussari,debit_card,delivered,62.21
ibiassuce,boleto,delivered,62.23
franca,debit_card,delivered,62.26
sao rafael,credit_card,delivered,62.28
santo amaro das brotas,boleto,delivered,62.28
joao alfredo,boleto,delivered,62.30
cruzeiro,voucher,delivered,62.46
diadema,credit_card,shipped,62.47
mutum parana,credit_card,delivered,62.57
itacare,boleto,shipped,62.59
visconde de maua,credit_card,delivered,62.68
trombudo central,credit_card,delivered,62.72
alto araguaia,boleto,delivered,62.74
quixabeira,voucher,delivered,62.74
tatui,credit_card,invoiced,62.79
limoeiro do norte,boleto,delivered,62.79
garca,debit_card,delivered,62.91
turvo,credit_card,delivered,62.95
serro,boleto,delivered,63.00
cotia,debit_card,delivered,63.03
ibirite,boleto,delivered,63.03
nova odessa,boleto,delivered,63.07
franco da rocha,credit_card,shipped,63.10
iramaia,boleto,delivered,63.10
ourilandia do norte,boleto,delivered,63.12
osvaldo cruz,debit_card,delivered,63.12
castanheira,credit_card,delivered,63.13
pindoretama,boleto,delivered,63.18
claudio,boleto,delivered,63.22
sao sebastiao da amoreira,credit_card,delivered,63.23
camacari,voucher,delivered,63.29
formigueiro,boleto,delivered,63.37
guaraquecaba,credit_card,delivered,63.37
morro do chapeu,voucher,delivered,63.42
ibirite,voucher,invoiced,63.42
santa fe do sul,credit_card,processing,63.42
barra,boleto,delivered,63.49
sidrolandia,boleto,delivered,63.49
forquilhinha,boleto,delivered,63.52
erechim,credit_card,shipped,63.60
ipora do oeste,boleto,delivered,63.62
camaragibe,boleto,delivered,63.64
perdigao,boleto,delivered,63.65
itaquitinga,credit_card,delivered,63.65
batatais,voucher,delivered,63.68
serrolandia,credit_card,shipped,63.69
santa cruz das palmeiras,boleto,delivered,63.75
iomere,credit_card,delivered,63.79
traipu,credit_card,delivered,63.79
astorga,credit_card,delivered,63.83
urupes,boleto,delivered,63.91
cuiaba,debit_card,delivered,63.97
arapongas,debit_card,delivered,63.99
campanario,debit_card,delivered,64.00
vitoria das missoes,credit_card,delivered,64.00
comendador levy gasparian,boleto,delivered,64.01
perdigao,credit_card,delivered,64.04
bilac,boleto,canceled,64.05
oliveira,voucher,delivered,64.06
baguari,credit_card,shipped,64.10
foz do jordao,credit_card,delivered,64.10
sao jose do cerrito,voucher,delivered,64.10
corbelia,boleto,delivered,64.10
elisiario,credit_card,delivered,64.10
antonio pereira,debit_card,delivered,64.10
formiga,voucher,delivered,64.10
fruta de leite,boleto,delivered,64.10
porto grande,boleto,delivered,64.14
arame,boleto,delivered,64.14
picui,credit_card,delivered,64.14
itaquitinga,voucher,delivered,64.14
ibiuna,debit_card,delivered,64.15
panambi,boleto,delivered,64.15
itu,boleto,delivered,64.30
caibi,credit_card,delivered,64.33
fartura,boleto,delivered,64.37
passa tres,debit_card,delivered,64.37
abre campo,credit_card,delivered,64.40
ulianopolis,credit_card,delivered,64.40
caparao,credit_card,delivered,64.42
miradouro,credit_card,delivered,64.42
palmeira d oeste,credit_card,delivered,64.42
unistalda,credit_card,delivered,64.47
bacuri,boleto,delivered,64.50
marcos parente,credit_card,delivered,64.50
cubatao,boleto,delivered,64.55
camanducaia,boleto,delivered,64.57
cerro azul,credit_card,delivered,64.59
santa barbara d'oeste,voucher,delivered,64.64
campo magro,credit_card,delivered,64.76
volta redonda,debit_card,delivered,64.82
sao benedito do sul,credit_card,delivered,64.83
vitoria do mearim,credit_card,delivered,64.85
conceicao de macabu,credit_card,shipped,64.93
sao domingos das dores,boleto,shipped,64.95
arvorezinha,credit_card,delivered,65.00
almirante tamandare do sul,boleto,delivered,65.00
patis,boleto,delivered,65.00
pureza,boleto,delivered,65.00
santo antonio do palma,credit_card,delivered,65.00
inhumas,debit_card,delivered,65.00
pinto bandeira,credit_card,shipped,65.00
americana,credit_card,shipped,65.01
porto firme,credit_card,delivered,65.01
palmares,boleto,delivered,65.01
igarape-miri,credit_card,delivered,65.03
ibirite,debit_card,delivered,65.05
santa terezinha de itaipu,voucher,delivered,65.05
estancia velha,boleto,delivered,65.07
bandeirantes d'oeste,boleto,delivered,65.09
canapolis,boleto,delivered,65.10
soledade de minas,boleto,delivered,65.10
domingos martins,boleto,delivered,65.11
montenegro,debit_card,delivered,65.13
boa vista,boleto,shipped,65.21
sao joao de iracema,credit_card,delivered,65.28
aiuruoca,boleto,delivered,65.31
sete lagoas,credit_card,processing,65.43
pirai do sul,boleto,delivered,65.49
barrinha,credit_card,canceled,65.50
anapolis,debit_card,delivered,65.51
varzedo,credit_card,delivered,65.53
uruoca,voucher,delivered,65.53
cupira,credit_card,delivered,65.53
louveira,boleto,delivered,65.56
carandai,boleto,delivered,65.59
machadinho,credit_card,delivered,65.60
itaitinga,credit_card,shipped,65.62
terezinha,credit_card,delivered,65.62
cachoeira de minas,boleto,delivered,65.63
lebon regis,credit_card,invoiced,65.67
itobi,credit_card,delivered,65.67
quijingue,boleto,delivered,65.68
piata,boleto,delivered,65.68
apora,credit_card,delivered,65.70
morro agudo,boleto,delivered,65.73
timbe do sul,credit_card,delivered,65.73
rio real,boleto,delivered,65.79
mansidao,voucher,delivered,65.79
ibiajara,voucher,delivered,65.80
cabralia paulista,credit_card,delivered,65.83
sitio do quinto,credit_card,delivered,65.83
quevedos,boleto,delivered,65.85
pirajui,boleto,delivered,65.87
presidente bernardes,voucher,delivered,65.87
jaci,boleto,delivered,65.87
alto rio doce,boleto,delivered,65.88
cosmopolis,boleto,delivered,65.90
